Company Name,Ticker,Market Cap (mil),Month of Fiscal Yr End,Sector,Industry,Exchange,Last Close,Last Yr`s EPS (F0) Before NRI,Last Reported Fiscal Yr  (yyyymm),F1 Consensus Est.,F2 Consensus Est.
"NMI","NMIH","3047.48","12","Finance","Insurance - Property and Casualty","NSDQ","38.25","3.84","202312","4.44","4.69"
"Nomura","NMR","17230.38","3","Finance","Financial - Investment Bank","NYSE","5.8",".36","202403","",""
"Nissan Chemical","NNCHY","4233.4","3","Basic Materials","Chemical - Specialty","OTC","30.5","1.88","202403","",""
"NN Group","NNGRY","13542.92","12","Finance","Insurance - Life Insurance","OTC","24.795",".74","202312","3.69","3.76"
"Nelnet","NNI","3962.13","12","Finance","Financial - Consumer Loans","NYSE","109.3","3.29","202312","5.9","6.3"
"NNN REIT, Inc.","NNN","8376.74","12","Finance","REIT and Equity Trust - Other","NYSE","45.61","3.26","202312","3.35","3.46"
"Northrop Grumman","NOC","74298.45","12","Aerospace","Aerospace - Defense","NYSE","508.04","23.29","202312","25.1","27.75"
"Northern Oil and Gas","NOG","3762.48","12","Oils-Energy","Oil and Gas - Exploration and Production - United States","NYSE","37.56","6.58","202312","5.28","6.43"
"Nokia","NOK","22816.64","12","Computer and Technology","Wireless Equipment","NYSE","4.15",".31","202312",".36",".35"
"NOV","NOV","6893.81","12","Business Services","Technology Services","NYSE","17.51","1.53","202312","1.61","1.81"
"Novanta","NOVT","6361.49","12","Computer and Technology","Electronics - Miscellaneous Components","NSDQ","177.18","3.02","202312","3.3","4.05"
"ServiceNow","NOW","172673.31","12","Computer and Technology","Computers - IT Services","NYSE","838.22","10.78","202312","13.81","16.6"
"Nippon Yusen Kabushiki Kaisha","NPNYY","15927.55","3","Transportation","Transportation - Shipping","OTC","6.91",".49","202403","6.37","3.38"
"ENPRO INC","NPO","3200.29","12","Business Services","Technology Services","NYSE","152.58","6.54","202312","7.4","7.93"
"Nippon Steel & Sumitomo Metal","NPSCY","22106.33","3","Basic Materials","Steel - Producers","OTC","7.55","1.22","202403","",""
"Naspers","NPSNY","36064.42","3","Consumer Discretionary","Cable Television","OTC","40.59","2.18","202403","3.14","3.86"
"Nordea Bank","NRDBY","40349.31","12","Finance","Banks - Foreign","OTC","11.51","1.48","202312","1.51","1.46"
"NRG Energy","NRG","16906.64","12","Utilities","Utility - Electric Power","NYSE","81.92","4.32","202312","6.01","6.34"
"Nomura Research Institute","NRILY","18948.47","3","Business Services","Technology Services","OTC","32.6",".95","202403","1.09","1.18"
"National Storage Affiliates Trust","NSA","3245.2","12","Finance","REIT and Equity Trust - Other","NYSE","43.29","2.69","202312","2.41","2.47"
"Nissan Motor Co.","NSANY","11904.34","3","Auto-Tires-Trucks","Automotive - Foreign","OTC","6.09","1.9","202403","1.27","1.32"
"Norfolk Southern","NSC","54437.24","12","Transportation","Transportation - Rail","NYSE","240.77","11.74","202312","11.8","13.54"
"Insight Enterprises","NSIT","6664.54","12","Retail-Wholesale","Retail - Mail Order","NSDQ","204.52","9.69","202312","10.68","11.98"
"Insperity","NSP","3456.17","12","Business Services","Staffing Firms","NYSE","92.07","5.52","202312","3.6","4.12"
"Nestle","NSRGY","273397","12","Consumer Staples","Food - Miscellaneous","OTC","104.35","5.34","202312","5.53","5.95"
"NetApp","NTAP","27040.29","4","Computer and Technology","Computer- Storage Devices","NSDQ","131.39","6.46","202404","6.86","7.34"
"Natura & Co Holding","NTCOY","3855.44","12","Consumer Staples","Cosmetics","OTC","5.56",".71","202312","-.28",".28"
"Nintendo","NTDOY","71947.43","3","Consumer Discretionary","Gaming","OTC","13.85",".73","202403",".54",".64"
"NetEase","NTES","57935.37","12","Computer and Technology","Internet - Software and Services","NSDQ","90.22","7.06","202312","7.79","8.63"
"National Bank of Canada","NTIOF","29429.61","10","Finance","Banks - Foreign","OTC","86.46","7.12","202310","",""
"Nutanix","NTNX","13079.36","7","Computer and Technology","Computers - IT Services","NSDQ","53.03",".6","202407","1.35","1.74"
"Nutrien","NTR","23152.22","12","Basic Materials","Fertilizers","NYSE","46.8","4.44","202312","3.81","3.95"
"Natera","NTRA","14650.07","12","Medical","Medical Services","NSDQ","118.45","-3.78","202312","-2.03","-.99"
"Northern Trust","NTRS","17356.99","12","Finance","Banks - Major Regional","NSDQ","86.08","6.25","202312","7.01","7.18"
"Nippon Telegraph and Telephone","NTTYY","88679.92","3","Utilities","Diversified Communication Services","OTC","26.01","2.61","202403",".1",""
"Nu ","NU","68867.79","12","Business Services","Technology Services","NYSE","14.45",".24","202312",".4",".62"
"Nucor","NUE","34034.27","12","Basic Materials","Steel - Producers","NYSE","143.4","18","202312","9.99","11.89"
"Nuvalent","NUVL","4944.06","12","Medical","Medical - Biomedical and Genetics","NSDQ","76.3","-2.17","202312","-3.55","-4.29"
"NVIDIA","NVDA","3130139","1","Computer and Technology","Semiconductor - General","NSDQ","127.25","1.3","202401","2.69","3.38"
"Nuvei","NVEI","4638.79","12","Business Services","Financial Transaction Services","NSDQ","33.13","1.69","202312","2.01","2.6"
"Nova Ltd.","NVMI","6700.41","12","Computer and Technology","Electronics - Semiconductors","NSDQ","230.68","4.86","202312","6.05","6.86"
"Novo Nordisk","NVO","609451.75","12","Medical","Large Cap Pharmaceuticals","NYSE","135.81","2.7","202312","3.11","4.34"
"NVR","NVR","27034.04","12","Construction","Building Products - Home Builders","NYSE","8784.1504","463.31","202312","500.67","535.16"
"Novartis","NVS","239413.72","12","Medical","Large Cap Pharmaceuticals","NYSE","117.13","6.9","202312","7.48","8.29"
"Envista","NVST","3060.63","12","Medical","Medical - Products","NYSE","17.8","1.53","202312",".76","1.12"
"nVent Electric","NVT","10865.48","12","Computer and Technology","Electronics - Miscellaneous Components","NYSE","65.37","3.06","202312","3.26","3.66"
"Novozymes","NVZMY","30870.25","12","Basic Materials","Chemical - Specialty","OTC","65.92","1.58","202312","1.82","2.13"
"NorthWestern","NWE","3263.02","12","Utilities","Utility - Electric Power","NSDQ","53.23","3.27","202312","3.52","3.67"
"NatWest Group","NWG","37990.83","12","Finance","Banks - Foreign","NYSE","9.15","1.22","202312","1.05","1.09"
"Newell Brands","NWL","3053.44","12","Consumer Staples","Consumer Products - Staples","NSDQ","7.34",".79","202312",".65",".78"
"News Corporation","NWS","16247.53","6","Consumer Discretionary","Film and Television Production and Distribution","NSDQ","28.51",".7","202406","",""
"News Corporation","NWSA","15609.26","6","Consumer Discretionary","Film and Television Production and Distribution","NSDQ","27.39",".7","202406",".87","1.12"
"NexGen Energy","NXE","3386.89","12","Basic Materials","Mining - Miscellaneous","NYSE","6","-.1","202312","-.11","-.07"
"Next","NXGPY","15359.72","1","Retail-Wholesale","Retail - Apparel and Shoes","OTC","60.985","3.56","202401","3.88","4.19"
"NXP Semiconductors","NXPI","64707.26","12","Computer and Technology","Semiconductor - Analog and Mixed","NSDQ","254.02","14.01","202312","13.55","15.16"
"Nexstar Media Group","NXST","5379.37","12","Consumer Discretionary","Broadcast Radio and Television","NSDQ","166.76","9.64","202312","25.72","18"
"Nextracker Inc.","NXT","5755.76","3","Oils-Energy","Solar","NSDQ","39.6","3.06","202403","3.13","3.69"
"New York Community Bancorp","NYCB","3855.22","12","Finance","Financial - Savings and Loan","NYSE","10.97","2.4","202312","-2.45",".02"
"The New York Times Company","NYT","8980.1","12","Consumer Staples","Publishing - Newspapers","NYSE","54.68","1.63","202312","1.9","2.07"
"Realty Income","O","52739.74","12","Finance","REIT and Equity Trust - Retail","NYSE","60.56","4","202312","4.22","4.06"
"Blue Owl Capital Corporation","OBDC","5662.82","12","Finance","Financial - Miscellaneous Services","NYSE","14.53","1.93","202312","1.92","1.79"
"Owens Corning","OC","13969.99","12","Construction","Building Products - Miscellaneous","NYSE","160.67","14.42","202312","15.39","16.04"
"OCADO GROUP","OCDDY","3831.91","11","Retail-Wholesale","Internet - Commerce","OTC","9.22","-1.23","202311","-.9","-.95"
"Old Dominion Freight Line","ODFL","43185.41","12","Transportation","Transportation - Truck","NSDQ","198.75","5.63","202312","5.68","6.51"
"OGE Energy","OGE","7894.08","12","Utilities","Utility - Electric Power","NYSE","39.3","2.07","202312","2.13","2.25"
"Organon & Co.","OGN","5355.45","12","Medical","Medical Services","NYSE","20.8","4.14","202312","4.33","4.45"
"ONE Gas","OGS","3816.24","12","Utilities","Utility - Gas Distribution","NYSE","67.36","4.14","202312","3.84","4.16"
"Omega Healthcare Investors","OHI","9795.3","12","Finance","REIT and Equity Trust - Other","NYSE","37.99","2.79","202312","2.79","2.93"
"ONEOK","OKE","50574.96","12","Oils-Energy","Oil and Gas - Production Pipeline - MLB","NYSE","86.59","5.48","202312","5.04","5.61"
"Okta","OKTA","16420.57","1","Computer and Technology","Internet - Software and Services","NSDQ","97.61","1.6","202401","2.4","2.74"
"Oriental Land","OLCLY","45106.08","3","Consumer Discretionary","Hotels and Motels","OTC","27.53",".51","202403",".55",".6"
"Universal Display","OLED","8978.42","12","Computer and Technology","Electronics - Miscellaneous Components","NSDQ","189.21","4.24","202312","4.79","5.31"
"Ollie's Bargain Outlet","OLLI","5918.08","1","Consumer Staples","Consumer Products - Staples","NSDQ","96.69","2.91","202401","3.27","3.68"
"Olin","OLN","5026.06","12","Basic Materials","Chemical - Diversified ","NYSE","42.76","3.44","202312","1.61","3.55"
"Heritage Media","OLVI","3283.29","12","Computer and Technology","Electronics - Miscellaneous Products","OTC","5.27","","202312","",""
"Omnicom Group","OMC","18835.11","12","Business Services","Advertising and Marketing","NYSE","96.27","7.41","202312","7.95","8.43"
"OneMain","OMF","5636.43","12","Finance","Financial - Consumer Loans","NYSE","47.06","5.43","202312","5.25","7.43"
"ON Semiconductor","ON","32477.96","12","Computer and Technology","Semiconductor - Analog and Mixed","NSDQ","75.82","5.16","202312","4.01","4.77"
"Old National Bancorp","ONB","5920.08","12","Finance","Banks - Midwest","NSDQ","18.56","2.05","202312","1.85","1.98"
"ONEX","ONEXF","5170.46","12","Finance","Financial - Investment Management","OTC","67.02","9.28","202312","",""
"On Holding ","ONON","26275.41","12","Consumer Discretionary","Leisure and Recreation Products","NYSE","41.73",".39","202312",".98","1.13"
"Onto Innovation","ONTO","10373.03","12","Computer and Technology","Nanotechnology","NYSE","210.05","3.73","202312","5.11","6.24"
"Option Care Health","OPCH","5310.29","12","Medical","Medical - Outpatient and Home Healthcare","NSDQ","31.05","1.48","202312","1.22","1.4"
"Osisko Gold Royalties","OR","3246.68","12","Basic Materials","Mining - Gold","NYSE","17.44",".4","202312",".47",".55"
"Ormat Technologies","ORA","4399.78","12","Oils-Energy","Alternative Energy - Other","NYSE","72.78","2.05","202312","2.04","2.58"
"Orange","ORAN","30164.07","12","Computer and Technology","Wireless Non-US ","NYSE","11.35",".92","202312","1.08","1.3"
"Oracle","ORCL","383533","5","Computer and Technology","Computer - Software","NYSE","139.17","5.56","202405","6.19","6.98"
"Old Republic International","ORI","8954.23","12","Finance","Insurance - Multi line","NYSE","34.64","2.63","202312","2.83","2.95"
"Orion OYJ","ORINY","7592.79","12","Medical","Medical - Drugs","OTC","26.9",".83","202312","1.11","1.28"
"O'Reilly Automotive","ORLY","65347.44","12","Retail-Wholesale","Automotive - Retail and Wholesale - Parts","NSDQ","1126.5699","38.47","202312","41.13","45.79"
"Orient Overseas International","OROVY","9271.64","12","Transportation","Transportation - Shipping","OTC","70.2","10.35","202312","8.3","-3.47"
"OneStream, Inc.","OS","6803.83","12","Computer and Technology","Internet - Software","NSDQ","29.49","","202312","-.48","-.06"
"Oscar Health","OSCR","4175.35","12","Finance","Insurance - Multi line","NYSE","17.26","-1.22","202312",".01",".57"
"Oshkosh","OSK","6601","12","Auto-Tires-Trucks","Automotive - Original Equipment","NYSE","101.42","9.98","202312","11.65","11.68"
"Open Text","OTEX","8502.51","6","Computer and Technology","Computer - Software","NSDQ","31.75","4.17","202406","3.65","4.19"
"Otis Worldwide","OTIS","37151.45","12","Construction","Building Products - Miscellaneous","NYSE","92.75","3.54","202312","3.88","4.26"
"Otter Tail","OTTR","3613.1","12","Utilities","Utility - Electric Power","NSDQ","86.38","7","202312","6.35","4.18"
"OverseaChinese Banking","OVCHY","49097.46","12","Finance","Banks - Foreign","OTC","21.825","2.31","202312","2.39","2.39"
"Ovintiv","OVV","11229.71","12","Oils-Energy","Oil and Gas - Exploration and Production - Canadian","NYSE","42.6","6.86","202312","5.72","6.55"
"Blue Owl Capital","OWL","25874.43","12","Finance","Financial - Investment Management","NYSE","17.68",".65","202312",".79",".97"
"Occidental Petroleum","OXY","50868.43","12","Oils-Energy","Oil and Gas - Integrated - United States","NYSE","56.17","3.7","202312","3.69","4.84"
"Bank OZK","OZK","4666.83","12","Finance","Banks - Northeast","NSDQ","41.13","5.87","202312","6.01","6.16"
"Plains All American Pipeline","PAA","12240.88","12","Oils-Energy","Oil and Gas - Production Pipeline - MLB","NSDQ","17.46","1.42","202312","1.34","1.43"
"Pan American Silver","PAAS","7774.81","12","Basic Materials","Mining - Silver","NYSE","21.42",".12","202312",".61","1.21"
"Grupo Aeroportuario Del Pacifico","PAC","8315.35","12","Transportation","Transportation - Services","NYSE","164.57","10.83","202312","9.81","10.75"
"PACS Group, Inc.","PACS","5945.11","12","Medical","Medical Services","NYSE","39.01","","202312","1.03","1.87"
"Penske Automotive Group","PAG","10967.13","12","Retail-Wholesale","Automotive - Retail and Whole Sales","NYSE","164.25","16.1","202312","13.81","13.73"
"Plains Group","PAGP","3688.83","12","Oils-Energy","Oil and Gas - Production and Pipelines","NSDQ","18.7","1.01","202312","1.24","1.63"
"PagSeguro Digital","PAGS","4808.99","12","Business Services","Financial Transaction Services","NYSE","14.59","1.09","202312","1.27","1.63"
"Palo Alto Networks","PANW","119161.63","7","Computer and Technology","Internet - Software","NSDQ","368.01","5.67","202407","6.2","7.22"
"PARAMOUNT GLBL","PARA","7293.85","12","Consumer Discretionary","Media Conglomerates","NSDQ","10.94",".52","202312","1.58","1.75"
"Paramount Global","PARAA","15214.42","12","Consumer Discretionary","Media Conglomerates","NSDQ","22.82",".52","202312","1.91","2.48"
"UiPath","PATH","6924.88","1","Business Services","Technology Services","NYSE","12.09",".54","202401",".38",".42"
"Paycom Software","PAYC","9105.91","12","Computer and Technology","Internet - Software","NYSE","158.55","7.75","202312","7.82","8.7"
"Paychex","PAYX","45105.9","5","Business Services","Outsourcing","NSDQ","125.25","4.72","202405","4.99","5.33"
"Prosperity Bancshares","PB","6745.44","12","Finance","Banks - Southwest","NYSE","70.81","4.97","202312","5.05","5.77"
"Pembina Pipeline","PBA","22424.32","12","Oils-Energy","Oil and Gas - Production and Pipelines","NYSE","38.66","2.2","202312","2.36","2.44"
"PBF Energy","PBF","3991.28","12","Oils-Energy","Oil and Gas - Refining and Marketing","NYSE","34.07","11.32","202312","1.61","3.7"
"PRESTIGE CONSMR","PBH","3435.32","3","Medical","Medical - Products","NYSE","69.32","4.21","202403","4.42","4.74"
"PACCAR","PCAR","50162.79","12","Auto-Tires-Trucks","Automotive - Domestic","NSDQ","95.69","9.61","202312","8.08","8.42"
"PCCW","PCCWY","4349.68","12","Computer and Technology","Internet - Services","OTC","5.62","-.08","202312","",""
"PG&E","PCG","48721.27","12","Utilities","Utility - Electric Power","NYSE","18.63","1.23","202312","1.35","1.47"
"Potlatch","PCH","3253.58","12","Construction","Building Products - Wood","NSDQ","41.23",".43","202312",".04",".71"
"Procore Technologies","PCOR","8635.15","12","Business Services","Technology Services","NYSE","58.47",".3","202312",".98","1.09"
"Paylocity Holding","PCTY","8460.11","6","Computer and Technology","Internet - Software","NSDQ","152.25","6.57","202406","6.38","6.97"
"Vaxcyte","PCVX","8818.28","12","Medical","Medical - Biomedical and Genetics","NSDQ","79.01","-4.14","202312","-4.33","-4.49"
"PDD Holdings Inc. Sponsored ADR","PDD","198428.38","12","Conglomerates","Diversified Operations","NSDQ","144.22","6.56","202312","12.32","14.95"
"Phillips Edison & Company","PECO","4304.65","12","Finance","REIT and Equity Trust - Retail","NSDQ","35.14","2.34","202312","2.42","2.54"
"Public Service Enterprise Group","PEG","40027.29","12","Utilities","Utility - Electric Power","NYSE","80.35","3.48","202312","3.68","4.05"
